200		0.002138
200		0.000148
200		0.033142
400		0.005932
400		0.00073
400		0.301496
500		0.001981
500		0.001069
500		0.646843
600		0.005197
600		0.001267
600		1.224661
700		0.005579
700		0.001906
700		2.042047
800		0.003953
800		0.001978
800		3.355926
900		0.004992
900		0.002581
900		4.846891
1000		0.005447
1000		0.004217
1000		7.301147
2000		0.032206
2000		0.012184
2000		89.616728
3000		0.052364
3000		0.025984
3000		305.786948
4000		0.114243
4000		0.0544
4000		728.381


	
		
		


